"sys" "userno" "topicid" "qno" "noteno" "noteid" "docno" "p" "sysorder"
"1379" "vsb" 37 40009 1 19 9960 "NYT20001204.0926.0050" 1 1
"1380" "vsb" 37 40009 1 18 9959 "NYT20001204.0926.0049" 0 1
"1381" "vsb" 37 40009 1 16 9957 "APW20010117.2147.0916" 0 1
"1382" "vsb" 37 40009 1 15 9956 "AFA20010117.1800.0240" 0 1
"1383" "vsb" 37 40009 1 6 9947 "XIN20001029.2000.0106" 1 1
"1384" "vsb" 37 40009 1 4 9945 "XIN20001014.1400.0087" 0 1
"1385" "vsb" 37 40009 2 16 9957 "APW20010117.2147.0916" 0 1
"1386" "vsb" 37 40009 2 9 9950 "XIN20001110.2000.0156" 0 1
"1387" "vsb" 37 40009 3 14 9955 "VOA20001018.2100.2160" 1 1
"1388" "vsb" 37 40009 3 12 9953 "VOA20001018.2100.2160" 1 1
"1389" "vsb" 37 40009 3 10 9951 "XIN20001014.1400.0087" 0 1
"1390" "vsb" 37 40009 3 1 9942 "VOA20001018.2100.2160" 1 1
"1391" "vsb" 37 40009 4 19 9960 "NYT20001204.0926.0050" 1 1
"1392" "vsb" 37 40009 4 18 9959 "NYT20001204.0926.0049" 0 1
"1393" "vsb" 37 40009 5 16 9957 "APW20010117.2147.0916" 0 1
"1394" "vsb" 37 40009 5 15 9956 "AFA20010117.1800.0240" 0 1
"1395" "vsb" 37 40009 5 5 9946 "AFA20001109.1800.0150" 0 1
"1396" "vsb" 37 40009 6 14 9955 "VOA20001018.2100.2160" 1 1
"1397" "vsb" 37 40009 6 13 9954 "VOA20001018.2100.2160" 1 1
"1398" "vsb" 37 40009 6 8 9949 "XIN20001110.2000.0156" 0 1
"1399" "vsb" 37 40009 6 7 9948 "VOA20001109.2100.3072" 1 1
"1400" "vsb" 37 40009 6 3 9944 "VOA20001018.2100.2160" 1 1
"1401" "vsb" 37 40009 6 2 9943 "VOA20001018.2100.2160" 1 1
"1402" "vsb" 37 40009 6 1 9942 "VOA20001018.2100.2160" 1 1
"1403" "vsb" 37 40009 7 17 9958 "NYT20001204.0926.0049" 1 1
"1404" "vsb" 37 40009 7 12 9953 "VOA20001018.2100.2160" 1 1
"1405" "vsb" 37 40009 7 9 9950 "XIN20001110.2000.0156" 0 1
